date,volume,open,open_difference_daily,open_difference_daily_percentage,open_difference_weekly,open_difference_weekly_percentage,close,close_difference_daily,close_difference_daily_percentage,close_difference_weekly,close_difference_weekly_percentage,low,low_difference_daily,low_difference_daily_percentage,low_difference_weekly,low_difference_weekly_percentage,high,high_difference_daily,high_difference_daily_percentage,high_difference_weekly,high_difference_weekly_percentage
2018/08/20,120597640.0000,54.5250,1.165,2.1833,2.6,5.0072,53.8650,-0.53,-0.9744,1.6475,3.1551,53.7775,0.4875,0.9148,1.8525,3.5676,54.7950,0.3075,0.5643,2.057,3.9004
2018/08/21,102730800.0000,54.2000,-0.325,-0.5961,1.6612,3.1619,53.7600,-0.105,-0.1949,1.3225,2.5221,53.5063,-0.2712,-0.5043,1.4413,2.7683,54.2975,-0.4975,-0.9079,1.6575,3.1487
2018/08/22,75863720.0000,53.5250,-0.675,-1.2454,1.22,2.3325,53.7625,0.0025,0.0047,1.2025,2.2879,53.4600,-0.0463,-0.0865,1.3775,2.6448,54.0900,-0.2075,-0.3822,1.405,2.6668
2018/08/23,74023120.0000,53.6625,0.1375,0.2569,0.725,1.3695,53.8725,0.11,0.2046,0.5425,1.0173,53.6500,0.19,0.3554,0.7825,1.4801,54.2625,0.1725,0.3189,0.8095,1.5144
2018/08/24,73830880.0000,54.1500,0.4875,0.9085,0.79,1.4805,54.0400,0.1675,0.3109,-0.355,-0.6526,53.7775,0.1275,0.2377,0.4875,0.9148,54.2250,-0.0375,-0.0691,-0.2625,-0.4818
2018/08/27,81603080.0000,54.2875,0.1375,0.2539,-0.2375,-0.4356,54.4850,0.445,0.8235,0.62,1.151,54.0825,0.305,0.5672,0.305,0.5672,54.6850,0.46,0.8483,-0.11,-0.2007
2018/08/28,91005560.0000,54.7525,0.465,0.8566,0.5525,1.0194,54.9250,0.44,0.8076,1.165,2.167,54.7300,0.6475,1.1972,1.2237,2.287,55.1350,0.45,0.8229,0.8375,1.5424
2018/08/29,108297040.0000,55.0375,0.285,0.5205,1.5125,2.8258,55.7450,0.82,1.4929,1.9825,3.6875,54.8525,0.1225,0.2238,1.3925,2.6048,55.8725,0.7375,1.3376,1.7825,3.2954
2018/08/30,194787840.0000,55.8125,0.775,1.4081,2.15,4.0065,56.2575,0.5125,0.9194,2.385,4.4271,55.6000,0.7475,1.3627,1.95,3.6347,57.0650,1.1925,2.1343,2.8025,5.1647
2018/08/31,172710160.0000,56.6275,0.815,1.4602,2.4775,4.5753,56.9075,0.65,1.1554,2.8675,5.3063,56.5000,0.9,1.6187,2.7225,5.0625,57.2175,0.1525,0.2672,2.9925,5.5187
2018/09/04,109455840.0000,57.1025,0.475,0.8388,2.815,5.1854,57.0900,0.1825,0.3207,2.605,4.7811,56.6575,0.1575,0.2788,2.575,4.7612,57.2950,0.0775,0.1354,2.61,4.7728
2018/09/05,133163320.0000,57.2475,0.145,0.2539,2.495,4.5569,56.7175,-0.3725,-0.6525,1.7925,3.2635,56.2750,-0.3825,-0.6751,1.545,2.8229,57.4175,0.1225,0.2138,2.2825,4.1398
2018/09/06,136484960.0000,56.5575,-0.69,-1.2053,1.52,2.7618,55.7750,-0.9425,-1.6617,0.03,0.0538,55.3250,-0.95,-1.6881,0.4725,0.8614,56.8375,-0.58,-1.0101,0.965,1.7271
2018/09/07,149675640.0000,55.4625,-1.095,-1.9361,-0.35,-0.6271,55.3250,-0.45,-0.8068,-0.9325,-1.6576,55.1775,-0.1475,-0.2666,-0.4225,-0.7599,56.3425,-0.495,-0.8709,-0.7225,-1.2661
2018/09/10,156778880.0000,55.2375,-0.225,-0.4057,-1.39,-2.4546,54.5825,-0.7425,-1.3421,-2.325,-4.0856,54.1175,-1.06,-1.9211,-2.3825,-4.2168,55.4625,-0.88,-1.5619,-1.755,-3.0672
